start_time,end_time,move_times,moves,states_explored,outcome,game_duration
1743815611.1284893,1743815613.59754,"[0.002380847930908203, 0.0019516944885253906, 0.0021805763244628906, 0.00019097328186035156]",4,0,loss,2.469050645828247
1743815613.5977383,1743815616.1668031,"[0.002328157424926758, 0.0020194053649902344, 0.002269744873046875, 0.000186920166015625]",4,0,loss,2.5690648555755615
1743815616.1670706,1743815618.7123883,"[0.002103090286254883, 0.0024509429931640625, 0.002095937728881836, 0.000164031982421875]",4,0,loss,2.5453176498413086
1743815618.7125564,1743815621.2200727,"[0.002325296401977539, 0.002054452896118164, 0.004833221435546875, 0.00019669532775878906]",4,0,loss,2.507516384124756
1743815621.2202332,1743815623.8854518,"[0.002141237258911133, 0.0022580623626708984, 0.001988649368286133, 0.00044608116149902344]",4,0,loss,2.6652185916900635
1743815623.885579,1743815627.560092,"[0.0027434825897216797, 0.0021522045135498047, 0.0020759105682373047, 0.0002079010009765625]",4,0,loss,3.6745128631591797
1743815627.5603023,1743815630.1744866,"[0.0023920536041259766, 0.002091646194458008, 0.0021533966064453125, 0.00015974044799804688]",4,0,loss,2.6141843795776367
1743815630.1748362,1743815632.7196753,"[0.0023970603942871094, 0.00226593017578125, 0.0020842552185058594, 0.00018787384033203125]",4,0,loss,2.5448391437530518
1743815632.7198005,1743815635.3418102,"[0.0022411346435546875, 0.0021800994873046875, 0.003222942352294922, 0.0001761913299560547]",4,0,loss,2.622009754180908
1743815635.3420503,1743815637.871217,"[0.00189971923828125, 0.002089977264404297, 0.001852273941040039, 0.0001995563507080078]",4,0,loss,2.5291666984558105
