episode,total_reward
1743,-0.060000000000000005
1744,0.94
1745,-1.09
1746,-0.04
1747,-0.09999999999999999
1748,-0.060000000000000005
1749,-0.05
1750,0.95
1751,-0.060000000000000005
1752,-0.03
1753,0.92
1754,0.87
1755,-0.02
1756,-0.060000000000000005
1757,-0.05
1758,-0.01
1759,-0.02
1760,-0.060000000000000005
1761,-0.01
1762,-0.13999999999999999
1763,-0.03
1764,0.91
1765,-0.01
1766,-0.18000000000000002
1767,0.9
1768,-0.01
1769,-1.07
1770,-0.060000000000000005
1771,-0.07
1772,-0.09
1773,-0.04
1774,-0.03
1775,-0.01
1776,0.9
1777,0.91
1778,-0.02
1779,0.86
1780,-0.02
1781,-0.01
1782,-0.01
1783,-0.03
1784,-1.16
1785,-1.1
1786,-1.04
1787,-0.060000000000000005
1788,-0.09
1789,-0.10999999999999999
1790,-1.07
1791,-0.08
1792,-0.03
1793,-0.07
1794,-1.08
1795,0.9299999999999999
1796,-0.02
1797,-1.08
1798,0.88
1799,-1.08
1800,-0.02
1801,-0.02
1802,0.92
1803,-0.05
1804,-1.09
1805,-0.02
1806,0.91
1807,0.91
1808,-0.03
1809,-0.05
1810,-0.07
1811,0.9
1812,-1.07
1813,-1.09
1814,-0.060000000000000005
1815,-0.05
1816,-0.05
1817,-0.02
1818,0.89
1819,-0.01
1820,-0.09999999999999999
1821,-0.02
1822,-0.01
1823,0.89
1824,-1.08
1825,-0.07
1826,-0.01
1827,-0.10999999999999999
1828,-0.01
1829,-0.060000000000000005
1830,-1.07
1831,-0.08
1832,-0.02
1833,-1.09
1834,-0.05
1835,0.9299999999999999
1836,0.9
1837,-1.06
1838,0.89
1839,-0.060000000000000005
1840,-0.01
1841,-0.10999999999999999
1842,0.91
1843,-0.08
1844,-1.09
1845,-0.060000000000000005
1846,-0.10999999999999999
1847,-0.10999999999999999
1848,-0.05
1849,-0.02
1850,-0.03
1851,-0.04
1852,-0.07
1853,-1.07
1854,-0.060000000000000005
1855,-0.09
1856,0.9299999999999999
1857,0.89
1858,-0.05
1859,-1.06
1860,-0.11999999999999998
1861,0.9299999999999999
1862,-0.17
1863,-0.09
1864,-0.07
1865,0.89
1866,-0.03
1867,-0.01
1868,0.97
1869,0.9299999999999999
1870,-0.09999999999999999
1871,-0.04
1872,-0.07
1873,0.87
1874,-0.01
1875,-0.060000000000000005
1876,-0.02
1877,-0.09999999999999999
1878,-0.02
1879,-0.09
1880,-0.05
1881,-0.04
1882,-0.07
1883,-0.01
1884,-0.09
1885,0.88
1886,0.91
1887,-0.05
1888,-0.09
1889,-1.07
1890,-1.07
1891,0.9299999999999999
1892,-0.11999999999999998
1893,-0.02
1894,-1.08
1895,-0.05
1896,0.89
1897,-1.1099999999999999
1898,0.9
1899,0.9299999999999999
1900,0.89
1901,-0.03
1902,-0.04
1903,-0.060000000000000005
1904,-0.02
1905,-0.060000000000000005
1906,-0.05
1907,-0.05
1908,-0.10999999999999999
1909,-0.07
1910,-1.07
1911,-0.04
1912,0.92
1913,-0.04
1914,0.94
1915,-0.02
1916,-1.06
1917,-0.12999999999999998
1918,-0.04
1919,-0.03
1920,-0.05
1921,-0.05
1922,0.88
1923,-0.04
1924,-0.03
1925,-0.03
1926,-0.07
1927,0.88
1928,-1.1
1929,-0.03
1930,-0.060000000000000005
1931,-0.01
1932,0.9299999999999999
1933,-0.060000000000000005
1934,-0.060000000000000005
1935,-0.01
1936,-0.05
1937,-0.05
1938,-0.03
1939,-0.02
1940,0.95
1941,-1.1
1942,-0.07
1943,-1.1099999999999999
1944,-0.02
1945,-0.060000000000000005
1946,0.88
1947,-0.03
1948,-0.01
1949,-0.01
1950,-0.03
1951,-0.09999999999999999
1952,-0.060000000000000005
1953,0.91
1954,0.91
1955,-0.05
1956,-0.15
1957,-0.05
1958,-0.01
1959,-0.01
1960,-0.04
1961,-0.060000000000000005
1962,-0.01
1963,-0.04
1964,-0.02
1965,-0.08
1966,-0.060000000000000005
1967,-0.07
1968,-0.13999999999999999
1969,-0.060000000000000005
1970,-0.060000000000000005
1971,-0.07
1972,-0.060000000000000005
1973,-0.02
1974,0.87
1975,-1.05
1976,-0.060000000000000005
1977,-0.15
1978,-0.07
1979,0.88
1980,-0.03
1981,-0.02
1982,-0.060000000000000005
1983,-0.01
1984,-0.04
1985,-0.060000000000000005
1986,0.91
1987,-0.09
1988,-0.060000000000000005
1989,-0.09999999999999999
1990,0.9
1991,-0.060000000000000005
1992,-0.060000000000000005
1993,-0.04
1994,-0.10999999999999999
1995,-0.07
1996,-0.060000000000000005
1997,-0.060000000000000005
1998,0.86
1999,-0.11999999999999998
2000,-0.09
2001,-0.03
2002,-0.01
2003,0.9
2004,-0.01
2005,-0.12999999999999998
2006,0.9
2007,-1.07
2008,-0.02
2009,-0.19000000000000003
2010,-0.09
2011,-0.060000000000000005
2012,0.87
2013,-0.05
2014,0.9299999999999999
2015,-0.07
2016,-0.03
2017,-1.1099999999999999
2018,0.91
2019,-0.01
2020,-1.1099999999999999
2021,-0.05
2022,-0.09999999999999999
2023,-0.05
2024,0.89
2025,-0.060000000000000005
2026,0.89
2027,-0.02
2028,0.89
2029,-0.02
2030,0.92
2031,-0.12999999999999998
2032,-0.01
2033,-0.060000000000000005
2034,-0.05
2035,0.91
2036,0.9
2037,-0.12999999999999998
2038,-0.02
2039,-0.03
2040,-1.07
2041,0.89
2042,-1.07
2043,-0.12999999999999998
2044,-0.07
2045,-0.09
2046,-0.07
2047,0.94
2048,-0.01
2049,-0.09999999999999999
2050,0.9
2051,-0.03
2052,-0.05
2053,-0.07
2054,-0.03
2055,0.92
2056,-0.03
2057,-0.01
2058,-0.060000000000000005
2059,-0.09999999999999999
2060,-0.05
2061,-0.05
2062,-0.09
2063,-0.01
2064,-0.04
2065,-0.03
2066,-0.01
2067,-0.08
2068,-0.09
2069,0.9
2070,-0.03
2071,-0.02
2072,-0.01
2073,0.88
2074,0.85
2075,-0.060000000000000005
2076,-0.03
2077,-0.08
2078,-1.05
2079,0.91
2080,0.9
2081,-0.01
2082,-0.02
2083,-0.07
2084,-0.07
2085,-1.06
2086,-0.04
2087,0.94
2088,-0.10999999999999999
2089,-0.04
2090,-0.060000000000000005
2091,-0.05
2092,-0.05
2093,-0.060000000000000005
2094,-0.08
2095,-0.09
2096,0.89
2097,0.91
2098,-0.060000000000000005
2099,-0.04
2100,-0.08
2101,-0.05
2102,-1.06
2103,-0.16
2104,-0.09
2105,-0.04
2106,-1.09
2107,-0.04
2108,-0.09999999999999999
2109,-1.06
2110,-0.02
2111,-0.12999999999999998
2112,-0.04
2113,-0.04
2114,-0.05
2115,-0.03
2116,-0.02
2117,-0.05
2118,-0.05
2119,0.91
2120,-0.02
2121,-0.07
2122,-0.11999999999999998
2123,-0.060000000000000005
2124,-0.09
2125,-0.01
2126,-0.09
2127,0.9
2128,-0.07
2129,-0.02
2130,-1.1
2131,-0.02
2132,0.92
2133,-0.02
2134,0.89
2135,-1.1199999999999999
2136,0.89
2137,0.9299999999999999
2138,-0.02
2139,-1.08
2140,-0.02
2141,-0.07
2142,-0.07
2143,-0.04
2144,-0.05
2145,-1.09
2146,-0.13999999999999999
2147,0.89
2148,-0.01
2149,-0.05
2150,-0.01
2151,-0.01
2152,0.87
2153,-0.02
2154,-0.09
2155,-0.07
2156,0.87
2157,-0.05
2158,-0.11999999999999998
2159,-0.02
2160,-0.03
2161,-0.09999999999999999
2162,-0.10999999999999999
2163,-0.060000000000000005
2164,-0.09
2165,-0.060000000000000005
2166,-0.04
2167,-0.09
2168,-0.04
2169,0.9
2170,-1.07
2171,-0.02
2172,-0.01
2173,0.92
2174,0.91
2175,-0.09
2176,-0.01
2177,-0.01
2178,-0.05
2179,0.91
2180,-0.04
2181,-0.04
2182,-0.11999999999999998
2183,-0.05
2184,0.88
2185,-0.02
2186,-0.07
2187,-0.060000000000000005
2188,-0.07
2189,-0.10999999999999999
2190,-1.07
2191,-0.03
2192,0.9299999999999999
2193,-1.09
2194,-0.07
2195,-0.08
2196,-0.01
2197,-0.08
2198,-0.10999999999999999
2199,-0.04
2200,-0.060000000000000005
2201,-0.02
2202,-0.02
2203,-0.02
2204,-0.060000000000000005
2205,-0.05
2206,-0.05
2207,-0.02
2208,-0.01
2209,-0.05
2210,-0.09999999999999999
2211,0.88
2212,-1.08
2213,0.92
2214,-0.08
2215,-0.08
2216,0.87
2217,-1.05
2218,-0.03
2219,-0.02
2220,-0.08
2221,-0.09
2222,-0.10999999999999999
2223,-0.12999999999999998
2224,-0.11999999999999998
2225,-0.03
2226,0.92
2227,-0.09
2228,-1.06
2229,-0.02
2230,-0.060000000000000005
2231,-0.02
2232,-0.09
2233,-1.08
2234,-0.02
2235,-1.1099999999999999
2236,-0.07
2237,-0.04
2238,-1.09
2239,-0.01
2240,0.9
2241,0.89
2242,-0.07
2243,-0.04
2244,-0.04
2245,-0.07
2246,-0.07
2247,-0.09
2248,-0.01
2249,-0.09999999999999999
2250,-0.01
2251,-0.01
2252,-0.02
2253,0.87
2254,0.9
2255,-0.04
2256,-0.01
2257,-0.09
2258,-0.03
2259,-0.01
2260,-0.01
2261,-0.01
2262,0.91
2263,0.91
2264,-0.02
2265,-0.01
2266,-0.10999999999999999
2267,0.89
2268,-0.01
2269,-0.08
2270,-0.03
2271,-0.04
2272,-0.01
2273,-0.01
2274,-0.12999999999999998
2275,0.89
2276,-0.060000000000000005
2277,-0.10999999999999999
2278,-0.05
2279,0.9
2280,-0.02
2281,0.89
2282,-0.05
2283,-0.01
2284,-0.01
2285,-0.10999999999999999
2286,-0.09999999999999999
2287,-0.01
2288,-0.04
2289,-0.05
2290,-0.09999999999999999
2291,-1.07
2292,-0.09999999999999999
2293,-0.04
2294,-0.02
2295,-0.05
2296,-0.07
2297,-0.01
2298,-1.1
2299,0.92
2300,-0.02
2301,-0.03
2302,-0.02
2303,-0.060000000000000005
2304,-1.1099999999999999
2305,0.88
2306,-1.07
2307,0.9299999999999999
2308,-0.02
2309,-0.02
2310,-0.04
2311,-1.07
2312,-0.05
2313,-0.01
2314,0.91
2315,-0.05
2316,-1.07
2317,-1.05
2318,-0.07
2319,-0.10999999999999999
2320,-1.06
2321,0.89
2322,-1.07
2323,0.89
2324,-0.07
2325,0.9
2326,0.9
2327,-0.01
2328,-0.05
2329,0.89
2330,0.88
2331,-0.08
2332,-0.02
2333,-0.01
2334,-0.07
2335,-1.08
2336,-0.03
2337,-0.05
2338,-0.02
2339,0.94
2340,0.92
2341,0.92
2342,-0.01
2343,-0.07
2344,0.92
2345,0.9299999999999999
2346,-0.09
2347,-0.04
2348,-1.07
2349,-0.05
2350,-0.02
2351,-1.06
2352,-0.01
2353,-0.01
2354,-1.07
2355,-0.03
2356,0.91
2357,0.9
2358,-0.07
2359,0.89
2360,-0.10999999999999999
2361,-0.05
2362,-0.02
2363,-0.05
2364,-0.01
2365,-0.09
2366,-0.05
2367,-1.1
2368,0.9299999999999999
2369,-0.15
2370,0.91
2371,-0.08
2372,-0.08
2373,-1.05
2374,-1.08
2375,-0.10999999999999999
2376,-0.08
2377,-0.08
2378,-0.01
2379,0.89
2380,-0.01
2381,-0.060000000000000005
2382,-0.01
2383,-0.05
2384,0.92
2385,-0.060000000000000005
2386,0.9
2387,0.97
2388,-1.1
2389,-0.04
2390,0.92
2391,-0.04
2392,-0.08
2393,-0.09
2394,-0.060000000000000005
2395,-0.07
2396,-0.03
2397,-0.060000000000000005
2398,-0.18000000000000002
2399,-0.07
2400,-0.07
2401,0.91
2402,-0.08
2403,-0.01
2404,-0.09
2405,0.91
2406,-0.09999999999999999
2407,-0.10999999999999999
2408,-0.02
2409,-0.04
2410,-0.10999999999999999
2411,-0.01
2412,-0.04
2413,0.88
2414,-0.16
2415,-0.02
2416,-0.060000000000000005
2417,-0.05
2418,-0.07
2419,-0.02
2420,-1.1199999999999999
2421,-0.060000000000000005
2422,-0.04
2423,0.9
2424,-0.07
2425,-1.06
2426,-0.02
2427,-0.02
2428,-0.09
2429,-0.02
2430,-0.09
2431,-0.04
2432,-0.11999999999999998
2433,-0.05
2434,-0.060000000000000005
2435,-0.04
2436,-0.01
2437,-0.03
2438,0.89
2439,-0.03
2440,0.91
2441,-0.03
2442,-0.01
2443,-0.01
2444,-0.01
2445,0.95
2446,-0.03
2447,-0.02
2448,-0.03
2449,-0.09999999999999999
2450,-0.05
2451,-0.02
2452,0.92
2453,-0.01
2454,-0.01
2455,-0.060000000000000005
2456,-0.07
2457,-0.02
2458,-0.03
2459,-0.08
2460,-1.1
2461,-1.14
2462,-0.04
2463,-0.08
2464,-0.01
2465,-0.03
2466,-0.02
2467,-0.05
2468,-0.02
2469,-0.09
2470,-0.060000000000000005
2471,-0.07
2472,-0.01
2473,0.9299999999999999
2474,-0.08
2475,-0.03
2476,-0.01
2477,-0.02
2478,0.9
2479,-0.04
2480,-0.10999999999999999
2481,-0.01
2482,-0.05
2483,0.9299999999999999
2484,-0.09
2485,-0.04
2486,-0.08
2487,-1.06
2488,-1.09
2489,-0.060000000000000005
2490,-0.01
2491,-0.09999999999999999
2492,-0.060000000000000005
2493,-0.03
2494,0.94
2495,-0.09
2496,-0.05
2497,0.89
2498,-1.1099999999999999
2499,-0.01
2500,-0.18000000000000002
2501,-0.04
2502,-0.05
2503,-0.04
2504,-0.09999999999999999
2505,-0.02
2506,0.89
2507,-1.06
2508,-0.05
2509,-0.04
2510,-0.01
2511,0.91
2512,-0.060000000000000005
2513,0.9299999999999999
2514,-0.07
2515,-0.01
2516,-0.060000000000000005
2517,0.91
2518,-0.03
2519,-0.01
2520,-0.02
2521,-0.07
2522,-0.02
2523,0.91
2524,-0.01
2525,-1.06
2526,-0.01
2527,0.91
2528,-0.02
2529,-0.01
2530,0.9299999999999999
2531,-0.05
2532,-0.04
2533,-0.02
2534,-0.02
2535,-0.01
2536,-0.11999999999999998
2537,-0.01
2538,-0.01
2539,0.9
2540,-1.08
2541,-1.1199999999999999
2542,-0.02
2543,-0.01
2544,-0.03
2545,-0.03
2546,-0.08
2547,-0.05
2548,-0.04
2549,-1.06
2550,-0.01
2551,-0.02
2552,-0.12999999999999998
2553,0.97
2554,-1.15
2555,-0.05
2556,-0.11999999999999998
2557,-0.16
2558,-0.05
2559,-0.08
2560,-0.05
2561,-0.060000000000000005
2562,-0.02
2563,-0.07
2564,-1.07
2565,-0.02
2566,-0.060000000000000005
2567,-0.09
2568,-1.08
2569,0.92
2570,0.94
2571,-0.02
2572,-0.05
2573,0.87
2574,-0.01
2575,0.92
2576,-1.06
2577,-0.09999999999999999
2578,-0.01
2579,-0.060000000000000005
2580,-0.04
2581,-0.01
2582,-0.01
2583,-0.03
2584,0.85
2585,-0.05
2586,-0.10999999999999999
2587,0.92
2588,-0.04
2589,-0.09999999999999999
2590,-0.09999999999999999
2591,-0.02
2592,-0.10999999999999999
2593,-1.1099999999999999
2594,-0.04
2595,-0.04
2596,-0.02
2597,-0.02
2598,0.9299999999999999
2599,-0.060000000000000005
2600,0.92
2601,-0.060000000000000005
2602,-0.05
2603,-0.060000000000000005
2604,0.9299999999999999
2605,-0.060000000000000005
2606,-1.08
2607,-0.04
2608,-0.02
2609,-1.08
2610,-0.08
2611,-0.04
2612,-0.01
2613,-0.09
2614,0.92
2615,-0.03
2616,-0.01
2617,-1.07
2618,-0.11999999999999998
2619,-0.060000000000000005
2620,-0.01
2621,-0.09999999999999999
2622,-0.10999999999999999
2623,-0.02
2624,-0.01
2625,-0.02
2626,-0.04
2627,-0.04
2628,-0.09
2629,-0.03
2630,-0.09999999999999999
2631,-0.03
2632,-0.08
2633,-0.01
2634,-0.08
2635,-0.09
2636,-0.060000000000000005
2637,0.9
2638,-0.09
2639,0.91
2640,-0.01
2641,-0.01
2642,-0.05
2643,-0.04
2644,-0.01
2645,-0.08
2646,-0.05
2647,-0.05
2648,-0.09
2649,-0.02
2650,-0.09999999999999999
2651,-0.03
2652,-0.05
2653,-0.08
2654,-0.060000000000000005
2655,-0.01
2656,-0.09999999999999999
2657,-0.04
2658,-0.01
2659,-1.09
2660,-0.09999999999999999
2661,-0.060000000000000005
2662,0.9
2663,0.88
2664,-0.01
2665,-0.16
2666,-0.09999999999999999
2667,0.9299999999999999
2668,-0.09
2669,-0.09
2670,-0.01
2671,-1.06
2672,-0.01
2673,-0.01
2674,-0.07
2675,-0.060000000000000005
2676,-0.060000000000000005
2677,-0.02
2678,-0.03
2679,-0.060000000000000005
2680,-0.09999999999999999
2681,-0.07
2682,-0.02
2683,-0.17
2684,0.92
2685,-0.04
2686,-0.01
2687,-0.060000000000000005
2688,-0.02
2689,-0.07
2690,0.91
2691,-0.03
2692,-0.060000000000000005
2693,-0.060000000000000005
2694,-0.07
2695,-0.060000000000000005
2696,-0.05
2697,-0.09
2698,-0.02
2699,0.92
2700,-0.08
2701,-1.08
2702,0.92
2703,-0.01
2704,-0.03
2705,-0.060000000000000005
2706,-0.01
2707,-0.03
2708,-0.08
2709,-0.09999999999999999
2710,-0.05
2711,-0.04
2712,-0.03
2713,0.91
2714,-0.04
2715,-0.10999999999999999
2716,0.91
2717,-0.01
2718,-0.02
2719,-0.02
2720,-0.03
2721,-0.05
2722,-0.01
2723,-0.02
2724,-0.02
2725,0.86
2726,-0.09999999999999999
2727,-0.060000000000000005
2728,0.9299999999999999
2729,-0.04
2730,-0.04
2731,-1.07
2732,-0.05
2733,-0.09999999999999999
2734,-0.060000000000000005
2735,-0.060000000000000005
2736,0.92
2737,-0.01
2738,-0.060000000000000005
2739,-1.06
2740,-0.04
2741,-1.06
2742,-0.03
2743,-0.03
2744,-0.01
2745,-1.07
2746,-0.07
2747,0.94
2748,-1.09
2749,-0.060000000000000005
2750,-0.060000000000000005
2751,-1.08
2752,-0.07
2753,-0.07
2754,-0.07
2755,-0.03
2756,0.9299999999999999
2757,-1.07
2758,-0.060000000000000005
2759,-0.03
2760,-0.03
2761,-0.07
2762,-1.1
2763,-0.03
2764,-0.01
2765,-0.07
2766,-1.1199999999999999
2767,-1.1
2768,-0.05
2769,-1.05
2770,-0.060000000000000005
2771,-1.07
2772,-0.01
2773,-0.01
2774,-0.09
2775,-0.16
2776,-0.07
2777,-0.01
2778,-0.05
2779,-0.03
2780,-0.05
2781,-0.060000000000000005
2782,-1.06
2783,-0.04
2784,-0.05
2785,-0.060000000000000005
2786,0.91
2787,-0.04
2788,-0.02
2789,0.91
2790,-0.01
2791,-0.08
2792,0.88
2793,-0.13999999999999999
2794,-0.03
2795,-0.03
2796,-1.06
2797,-0.05
2798,-1.1
2799,-0.03
2800,-0.04
2801,0.91
2802,0.89
2803,0.89
2804,-0.01
2805,-0.02
2806,-0.04
2807,-0.03
2808,-1.09
2809,-1.07
2810,-0.03
2811,-0.08
2812,-0.03
2813,-0.05
2814,-0.01
2815,-0.02
2816,-0.09
2817,-0.060000000000000005
2818,-0.09999999999999999
2819,-0.02
2820,-0.02
2821,-0.01
2822,-1.1
2823,0.89
2824,-0.02
2825,-0.07
2826,-0.09
2827,-0.09999999999999999
2828,0.88
2829,-1.1
2830,-1.1099999999999999
2831,-0.09
2832,-1.07
2833,0.9299999999999999
2834,-0.08
2835,-0.07
2836,-0.09
2837,0.9299999999999999
2838,-0.060000000000000005
2839,0.91
2840,0.94
2841,-0.08
2842,-0.01
2843,-0.05
2844,-0.01
2845,-0.07
2846,-0.03
2847,-0.04
2848,-0.02
2849,-1.09
2850,0.9
2851,-0.08
2852,-0.05
2853,-0.09999999999999999
2854,-0.01
2855,-0.04
2856,-0.04
2857,-0.03
2858,-0.12999999999999998
2859,-0.05
2860,0.9
2861,-1.08
2862,0.84
2863,-0.02
2864,-0.04
2865,-0.09999999999999999
2866,-0.04
2867,-0.09
2868,-0.04
2869,-0.08
2870,0.9
2871,-0.03
2872,-0.07
2873,0.9299999999999999
2874,-0.01
2875,-0.07
2876,-0.05
2877,0.92
2878,-0.060000000000000005
2879,-0.03
2880,-0.08
2881,-0.07
2882,-0.03
2883,-0.09
2884,-0.08
2885,0.9
2886,-0.060000000000000005
2887,-0.05
2888,-0.08
2889,0.88
2890,-0.01
2891,-0.02
2892,0.89
2893,-0.05
2894,-0.03
2895,-0.01
2896,-0.07
2897,-0.01
2898,-0.03
2899,-0.04
2900,0.97
2901,-0.01
2902,-0.02
2903,-1.05
2904,-0.01
2905,-0.03
2906,-1.1
2907,0.9299999999999999
2908,-0.05
2909,-0.04
2910,-1.07
2911,-0.03
2912,-0.09
2913,-0.01
2914,-0.02
2915,-0.08
2916,-0.04
2917,-0.07
2918,0.89
2919,-0.05
2920,-0.02
2921,-0.08
2922,-0.10999999999999999
2923,-0.04
2924,0.9299999999999999
2925,-0.03
2926,-0.04
2927,-0.060000000000000005
2928,0.87
2929,-0.01
2930,-0.01
2931,-1.07
2932,-0.09
2933,0.87
2934,-0.08
2935,-0.060000000000000005
2936,-0.01
2937,-0.08
2938,-0.05
2939,-0.08
2940,-0.02
2941,-0.05
2942,0.9
2943,0.87
2944,-0.060000000000000005
2945,-0.01
2946,-0.060000000000000005
2947,-0.01
2948,-0.09
2949,-1.1
2950,-1.07
2951,-0.01
2952,-0.11999999999999998
2953,-0.07
2954,-0.02
2955,-0.05
2956,-0.03
2957,-0.07
2958,0.91
2959,-0.05
2960,-0.060000000000000005
2961,0.92
2962,0.86
2963,0.9
2964,0.92
2965,-1.1
2966,-1.06
2967,0.9
2968,-0.09999999999999999
2969,0.91
2970,-0.02
2971,-0.15
2972,0.95
2973,-0.05
2974,-0.09
2975,-0.05
2976,-0.05
2977,0.94
2978,-0.05
2979,0.92
2980,0.91
2981,0.85
2982,-0.05
2983,-1.08
2984,0.89
2985,-0.05
2986,-0.01
2987,-0.01
2988,-0.03
2989,-0.03
2990,-0.05
2991,-0.03
2992,-0.04
2993,-0.04
2994,-0.05
2995,-0.01
2996,-0.11999999999999998
2997,0.9299999999999999
2998,-1.07
2999,-0.05
3000,-0.05
3001,-0.07
3002,0.91
3003,-0.01
3004,0.88
3005,-0.07
3006,-0.09
3007,-0.10999999999999999
3008,-0.01
3009,-0.09
3010,-0.01
3011,-0.02
3012,-0.09999999999999999
3013,0.89
3014,-0.05
3015,-0.09999999999999999
3016,-0.05
3017,-0.05
3018,0.9299999999999999
3019,-0.01
3020,-0.04
3021,-0.060000000000000005
3022,0.89
3023,-0.01
3024,-0.09
3025,-0.12999999999999998
3026,-0.04
3027,-0.08
3028,-0.07
3029,0.86
3030,-0.08
3031,-0.18000000000000002
3032,-0.05
3033,-1.07
3034,-0.13999999999999999
3035,0.9
3036,-0.10999999999999999
3037,-0.01
3038,-1.1
3039,-0.02
3040,-1.06
3041,-0.04
3042,-0.02
3043,-0.02
3044,-0.01
3045,-0.07
3046,-1.08
3047,-0.08
3048,-0.10999999999999999
3049,-1.1
3050,-1.07
3051,-1.06
3052,-1.07
3053,-0.02
3054,-1.07
3055,-0.03
3056,0.88
3057,-0.09999999999999999
3058,-1.1099999999999999
3059,-1.06
3060,-0.08
3061,-0.060000000000000005
3062,-0.09
3063,-0.07
3064,-1.09
3065,-0.07
3066,-0.04
3067,-0.060000000000000005
3068,-0.01
3069,-0.03
3070,-0.08
3071,0.9
3072,-0.04
3073,-0.02
3074,-0.05
3075,-0.01
3076,-0.05
3077,-0.060000000000000005
3078,-0.09999999999999999
3079,-0.05
3080,-0.01
3081,-0.15
3082,-0.03
3083,-0.02
3084,-0.05
3085,-0.02
3086,-0.060000000000000005
3087,-0.04
3088,0.88
3089,-0.10999999999999999
3090,-0.04
3091,-0.060000000000000005
3092,-0.01
3093,-0.01
3094,0.9
3095,-0.10999999999999999
3096,0.9
3097,-0.02
3098,-0.13999999999999999
3099,-1.09
3100,0.94
3101,-0.01
3102,-0.01
3103,-1.04
3104,-0.060000000000000005
3105,-0.01
3106,-0.01
3107,-0.05
3108,-0.02
3109,-1.08
3110,0.9299999999999999
3111,0.9299999999999999
3112,-0.09
3113,0.91
3114,-0.09
3115,-0.01
3116,-0.07
3117,-0.03
3118,-0.07
3119,-0.04
3120,-0.05
3121,-0.01
3122,0.9
3123,-1.07
3124,-0.060000000000000005
3125,-0.07
3126,0.89
3127,-0.08
3128,0.94
3129,-0.05
3130,-1.07
3131,-0.05
3132,-0.02
3133,-0.03
3134,-0.060000000000000005
3135,-0.03
3136,-0.08
3137,-0.04
3138,-0.060000000000000005
3139,-0.08
3140,-0.04
3141,-0.07
3142,-0.09
3143,-0.05
3144,-0.09999999999999999
3145,-0.15
3146,-0.05
3147,0.9299999999999999
3148,0.91
3149,-0.12999999999999998
3150,0.91
3151,-0.04
3152,0.92
3153,0.88
3154,-0.08
3155,-0.10999999999999999
3156,-0.01
3157,-0.03
3158,-0.02
3159,0.89
3160,0.88
3161,-0.12999999999999998
3162,-0.10999999999999999
3163,0.97
3164,-0.09999999999999999
3165,-0.09
3166,-0.02
3167,-0.05
3168,-0.01
3169,-0.07
3170,-0.02
3171,-0.02
3172,-0.02
3173,-0.07
3174,-0.04
3175,-0.060000000000000005
3176,0.96
3177,-0.03
3178,-0.02
3179,0.89
3180,-0.07
3181,-0.17
3182,-0.01
3183,-0.03
3184,-0.01
3185,-0.04
3186,0.88
3187,-0.01
3188,-0.05
3189,-0.02
3190,-1.08
3191,-1.07
3192,0.92
3193,-0.01
3194,-0.01
3195,0.88
3196,-0.09
3197,-1.06
3198,0.88
3199,-0.02
3200,-0.09999999999999999
3201,0.9
3202,-0.01
3203,-0.04
3204,0.94
3205,-0.04
3206,-0.02
3207,-0.01
3208,-0.05
3209,-1.09
3210,-0.02
3211,-1.09
3212,0.88
3213,-0.08
3214,-0.08
3215,-0.05
3216,-0.01
3217,-0.02
3218,-0.05
3219,-0.02
3220,-1.1
3221,-0.04
3222,-1.1
3223,-1.07
3224,-0.12999999999999998
3225,-1.1199999999999999
3226,-1.08
3227,-0.02
3228,-1.06
3229,-0.09999999999999999
3230,0.92
3231,-0.10999999999999999
3232,-0.060000000000000005
3233,0.88
3234,-0.05
3235,-0.01
3236,-0.08
3237,-0.10999999999999999
3238,-0.09
3239,-0.05
3240,-0.04
3241,-0.05
3242,-0.12999999999999998
3243,-0.09
3244,0.91
3245,-0.03
3246,0.92
3247,0.9
3248,-0.07
3249,-0.060000000000000005
3250,-0.060000000000000005
3251,-0.01
3252,-0.02
3253,-0.02
3254,-0.01
3255,-0.01
3256,-0.16
3257,0.91
3258,-0.08
3259,0.92
3260,0.91
3261,-0.04
3262,-0.10999999999999999
3263,-0.04
3264,-0.09
3265,-0.01
3266,-0.04
3267,-0.060000000000000005
3268,-0.01
3269,-0.03
3270,-0.07
3271,-0.12999999999999998
3272,0.89
3273,0.91
3274,-0.09
3275,-0.07
3276,-0.05
3277,-0.060000000000000005
3278,0.9
3279,-1.09
3280,-0.02
3281,-0.05
3282,-0.060000000000000005
3283,-0.05
3284,-0.05
3285,-1.04
3286,-0.04
3287,-0.05
3288,-0.09
3289,-0.060000000000000005
3290,-0.01
3291,-0.08
3292,-0.12999999999999998
3293,0.87
3294,-0.04
3295,-0.060000000000000005
3296,-0.10999999999999999
3297,0.91
3298,-0.03
3299,-1.14
3300,-0.04
3301,-0.02
3302,-0.05
3303,-0.09999999999999999
3304,-1.07
3305,-0.02
3306,-0.04
3307,-0.03
3308,0.87
3309,-0.05
3310,0.9299999999999999
3311,-0.04
3312,-0.01
3313,0.84
3314,-0.03
3315,-0.05
3316,-0.01
3317,0.92
3318,-0.05
3319,-0.01
3320,-0.02
3321,-0.060000000000000005
3322,-0.08
3323,0.92
3324,-0.01
3325,-0.01
3326,-1.09
3327,-0.09
3328,-0.07
3329,0.91
3330,-0.09999999999999999
3331,-0.09
3332,-0.05
3333,-0.12999999999999998
3334,-1.09
3335,0.91
3336,-0.07
3337,-0.09
3338,0.9299999999999999
3339,-0.01
