episode,total_reward
236,-0.08
237,-0.04
238,-0.05
239,-0.07
240,0.86
241,0.97
242,-0.03
243,-0.02
244,0.91
245,-0.09
246,-0.060000000000000005
247,0.97
248,-1.07
249,-0.03
250,0.91
251,-0.04
252,-0.01
253,-0.01
254,-0.04
255,-0.09
256,-0.01
257,-1.06
258,-0.04
259,-1.08
260,-0.08
261,-0.04
262,-0.01
263,-0.060000000000000005
264,-0.05
265,0.9299999999999999
266,-0.09
267,-0.060000000000000005
268,-0.08
269,-0.05
270,-0.09
271,-1.06
272,-1.07
273,-1.1
274,-0.060000000000000005
275,-0.05
276,-0.05
277,-0.02
278,-0.08
279,-0.02
280,-0.03
281,-1.13
282,-0.02
283,-1.06
284,-0.01
285,-0.08
286,0.97
287,-0.09
288,-1.05
289,-1.09
290,0.9299999999999999
291,-1.08
292,-1.07
293,-0.09999999999999999
294,-1.09
295,-0.04
296,0.86
297,-0.060000000000000005
298,-0.03
299,-1.09
300,-0.02
301,-0.02
302,-0.060000000000000005
303,-0.01
304,-0.02
305,-1.07
306,-0.04
307,-0.02
308,-0.01
309,0.91
310,0.91
311,-1.07
312,-0.07
313,0.94
314,-0.01
315,-0.01
316,0.9299999999999999
317,0.89
318,0.88
319,-0.05
320,-0.04
321,-1.07
322,-0.10999999999999999
323,-0.09
324,-0.07
325,-1.06
326,0.94
327,-1.07
328,-0.02
329,-0.07
330,-0.07
331,-0.04
332,-0.03
333,-0.01
334,-0.02
335,-0.09999999999999999
336,-0.02
337,-0.08
338,-0.10999999999999999
339,-0.08
340,0.97
341,-0.02
342,-0.07
343,-0.05
344,-0.05
345,0.9299999999999999
346,-0.01
347,-0.03
348,-0.08
349,-0.01
350,-0.10999999999999999
351,-0.10999999999999999
352,-0.060000000000000005
353,-0.02
354,-0.04
355,0.97
356,-0.03
357,0.92
358,0.88
359,-0.05
360,-0.05
361,-0.01
362,-1.07
363,-0.01
364,0.9299999999999999
365,-0.10999999999999999
366,-0.05
367,-0.02
368,-0.04
369,-0.060000000000000005
370,0.9
371,-0.09
372,-0.01
373,-1.1
374,-0.02
375,-1.09
376,-0.02
377,0.9
378,-1.06
379,-1.08
380,-0.16
381,-0.07
382,-0.07
383,-0.03
384,-0.060000000000000005
385,-0.01
386,-0.03
387,-0.02
388,0.92
389,0.86
390,0.9299999999999999
391,-0.060000000000000005
392,-0.09
393,-0.01
394,-0.04
395,0.83
396,-0.01
397,0.91
398,-0.13999999999999999
399,-0.01
400,-1.07
401,-0.02
402,-0.02
403,-0.05
404,0.9
405,-0.02
406,0.91
407,-0.05
408,-0.03
409,-0.09
410,0.91
411,-0.02
412,-0.03
413,-0.060000000000000005
414,-0.04
415,-0.08
416,-0.07
417,0.9299999999999999
418,-0.060000000000000005
419,-0.07
420,-0.07
421,-0.01
422,0.97
423,-0.04
424,0.94
425,-0.02
426,-0.03
427,-0.07
428,-1.07
429,-1.05
430,-0.09
431,-0.060000000000000005
432,0.97
433,-0.04
434,-0.05
435,-1.1
436,-0.07
437,-0.03
438,-0.01
439,-1.09
440,-0.02
441,-0.03
442,-1.1099999999999999
443,-1.1
444,0.9
445,-0.02
446,-1.07
447,-1.04
448,-0.07
449,-0.02
450,-0.02
451,-0.02
452,0.92
453,0.88
454,0.97
455,-1.06
456,-1.07
457,-0.07
458,-0.05
459,-0.07
460,-0.01
461,-0.02
462,0.97
463,-0.10999999999999999
464,-0.01
465,-0.01
466,-0.09
467,-0.09
468,-1.06
469,0.9
470,-1.1099999999999999
471,-0.09999999999999999
472,-0.03
473,0.87
474,-0.05
475,-0.060000000000000005
476,-0.11999999999999998
477,0.88
478,-0.060000000000000005
479,-0.03
480,-0.01
481,-1.08
482,-0.01
483,0.9299999999999999
484,-0.15
485,-0.12999999999999998
486,0.92
487,-0.060000000000000005
488,-0.04
489,-0.09
490,0.88
491,0.9299999999999999
492,-0.05
493,-0.02
494,-0.02
495,-1.08
496,-0.02
497,-0.01
498,-0.060000000000000005
499,0.91
500,0.9
501,-0.02
502,-1.07
503,-0.08
504,-0.01
505,-0.04
506,0.9
507,-0.04
508,-0.07
509,-0.03
510,-0.060000000000000005
511,-0.02
512,-0.05
513,-0.07
514,-0.060000000000000005
515,0.9
516,0.87
517,-1.09
518,-0.01
519,-0.01
520,-0.04
521,-0.08
522,-0.02
523,-0.060000000000000005
524,-1.07
525,-0.07
526,-0.07
527,-0.08
528,-0.07
529,-0.05
530,-0.03
531,-0.01
532,-0.060000000000000005
533,-0.04
534,-0.04
535,-1.1
536,-1.07
537,-0.01
538,-0.10999999999999999
539,-0.03
540,-0.02
541,-0.01
542,-0.03
543,-0.08
544,-0.04
545,0.91
546,-1.07
547,0.89
548,-0.09999999999999999
549,-0.01
550,-0.060000000000000005
551,-0.04
552,-0.01
553,-0.05
554,-0.10999999999999999
555,-0.07
556,-0.09
557,-0.07
558,-0.02
559,-1.1199999999999999
560,-0.02
561,-1.08
562,0.89
563,-1.1
564,-0.10999999999999999
565,-0.03
566,-1.1
567,-1.1099999999999999
568,-1.07
569,-0.01
570,-0.08
571,-0.07
572,-0.09
573,0.89
574,-1.07
575,-0.02
576,0.91
577,-1.09
578,-0.04
579,-0.08
580,-0.05
581,0.87
582,-0.16
583,0.91
584,-1.07
585,-0.07
586,-0.02
587,-0.07
588,0.86
589,-0.04
590,-0.04
591,0.92
592,-0.09
593,-0.03
594,-0.02
595,-0.04
596,-0.05
597,0.9
598,0.9
599,-0.09
600,-0.09
601,-0.060000000000000005
602,-0.05
603,-1.09
604,-0.13999999999999999
605,0.92
606,-0.08
607,-1.16
608,-0.07
609,-0.02
610,-0.05
611,-0.04
612,-0.01
613,0.9
614,-0.03
615,0.91
616,0.95
617,-0.05
618,-0.05
619,-1.07
620,-1.06
621,-0.060000000000000005
622,-0.12999999999999998
623,-0.08
624,-0.07
625,-0.02
626,-0.04
627,-0.060000000000000005
628,-0.07
629,0.94
630,-0.09999999999999999
631,-0.04
632,-0.03
633,-0.01
634,-0.060000000000000005
635,0.9
636,-0.07
637,-0.09999999999999999
638,-0.01
639,-1.08
640,0.94
641,-0.060000000000000005
642,0.91
643,-0.15
644,-0.02
645,-0.060000000000000005
646,-0.05
647,-0.08
648,-1.07
649,-0.08
650,-0.05
651,-0.01
652,0.9299999999999999
653,-0.15
654,0.85
655,-0.09
656,-0.03
657,-0.11999999999999998
658,-0.07
659,-1.1
660,-1.07
661,-0.04
662,0.91
663,-0.07
664,-0.07
665,-0.04
666,0.97
667,-0.03
668,-0.09999999999999999
669,-0.01
670,-0.10999999999999999
671,-0.03
672,-0.07
673,-0.01
674,-0.02
675,-0.08
676,-1.06
677,0.89
678,-0.13999999999999999
679,-1.09
680,0.9
681,-0.09
682,-0.02
683,0.97
684,-0.05
685,-0.01
686,-0.060000000000000005
687,-0.08
688,0.89
689,-0.03
690,-1.09
691,-0.09
692,0.91
693,-0.08
694,-0.02
695,-0.03
696,-0.02
697,-0.04
698,-1.1
699,-0.08
700,0.9299999999999999
701,-0.04
702,-0.01
703,-0.04
704,-1.08
705,-0.08
706,-0.03
707,-0.060000000000000005
708,-0.08
709,-1.07
710,0.9
711,-1.06
712,-0.15
713,0.9299999999999999
714,-0.05
715,0.95
716,-0.03
717,-1.06
718,-0.09
719,-1.06
720,-0.05
721,0.92
722,-0.01
723,-0.05
724,-0.01
725,-0.07
726,-0.10999999999999999
727,-0.05
728,0.87
729,-0.09
730,-0.10999999999999999
731,-0.03
732,-1.07
733,-0.08
734,0.9299999999999999
735,-0.16
736,0.88
737,-1.08
738,-0.08
739,-0.01
740,0.94
741,0.85
742,-1.06
743,-0.07
744,-0.060000000000000005
745,-1.1199999999999999
746,0.9
747,-0.09
748,0.91
749,-0.05
750,-0.05
751,-0.05
752,-0.09999999999999999
753,-0.02
754,-1.1099999999999999
755,-0.01
756,0.86
757,-0.08
758,0.91
759,-0.04
760,-0.07
761,-0.09
762,-0.060000000000000005
763,0.91
764,-0.08
765,-0.01
766,-0.060000000000000005
767,-1.1
768,-0.12999999999999998
769,-0.11999999999999998
770,-0.09
771,0.92
772,-0.12999999999999998
773,-1.03
774,-0.09
775,-0.09999999999999999
776,-0.03
777,-1.1
778,-1.1
779,-1.07
780,-1.08
781,-0.01
782,-0.060000000000000005
783,-0.01
784,-0.04
785,-1.1099999999999999
786,-1.1199999999999999
787,-1.06
788,-0.03
789,-0.02
790,-1.08
791,-0.05
792,-1.14
793,0.91
794,-0.08
795,0.9
796,-0.11999999999999998
797,-0.08
798,-0.04
799,-1.05
800,-1.06
801,-1.08
802,-0.01
803,-0.01
804,-0.08
805,-1.09
806,-0.07
807,-0.05
808,-0.07
809,0.9
810,0.91
811,-0.060000000000000005
812,-0.05
813,-0.01
814,-0.04
815,-0.03
816,-0.02
817,-0.05
818,0.92
819,-0.02
820,-1.09
821,-0.07
822,-0.02
823,-1.06
824,-0.01
825,-0.07
826,-1.05
827,-0.01
828,0.89
829,-0.060000000000000005
830,-0.03
831,-0.07
832,-1.07
833,-1.1
834,-0.07
835,-1.09
836,-1.08
837,-0.02
838,-0.01
839,0.86
840,-1.07
841,0.91
842,-0.08
843,-0.09
844,-0.060000000000000005
845,-0.060000000000000005
846,-0.02
847,-1.09
848,-0.02
849,-1.08
850,-1.06
851,-0.060000000000000005
852,0.9
853,-0.07
854,-0.02
855,-0.10999999999999999
856,0.91
857,-1.07
858,-1.13
859,-1.05
860,-0.05
861,0.9299999999999999
862,0.83
863,0.92
864,0.9299999999999999
865,0.91
866,-0.060000000000000005
867,-0.060000000000000005
868,-0.07
869,-0.05
870,0.92
871,0.88
872,-0.03
873,-0.03
874,0.87
875,-0.08
876,-0.04
877,-0.01
878,-0.04
879,-0.04
880,-0.08
881,-0.09999999999999999
882,-0.05
883,-1.05
884,-0.09999999999999999
885,-0.01
886,-0.04
887,0.9
888,-0.05
889,0.97
890,0.9
891,-0.07
892,-1.1099999999999999
893,-0.13999999999999999
894,-0.02
895,-0.04
896,0.9299999999999999
897,0.92
898,-0.02
899,-0.02
900,-0.01
901,-0.05
902,0.92
903,0.87
904,0.9299999999999999
905,-0.01
906,0.91
907,-1.1099999999999999
908,-0.04
909,-0.03
910,-0.07
911,-0.04
912,-0.02
913,-0.07
914,-0.10999999999999999
915,-0.04
916,-0.01
917,-1.1
918,-0.01
919,-0.10999999999999999
920,-0.09999999999999999
921,-1.08
922,-0.03
923,-0.060000000000000005
924,0.89
925,-0.07
926,-0.05
927,-0.03
928,-0.09999999999999999
929,-1.05
930,0.97
931,0.9299999999999999
932,0.92
933,0.91
934,-0.05
935,0.9299999999999999
936,-0.060000000000000005
937,-0.04
938,0.92
939,-0.01
940,-0.03
941,-0.01
942,0.91
943,-0.01
944,-1.09
945,-0.02
946,-0.03
947,-0.07
948,-0.05
949,-0.01
950,0.97
951,0.91
952,-1.08
953,-1.1
954,-0.08
955,-0.04
956,-0.04
957,-0.04
958,-1.07
959,-0.01
960,-0.13999999999999999
961,-0.060000000000000005
962,-0.07
963,-0.08
964,-0.03
965,-0.060000000000000005
966,-1.05
967,-0.01
968,-1.13
969,-0.01
970,0.92
971,-0.02
972,0.92
973,-0.05
974,-1.06
975,-0.02
976,-0.02
977,-1.05
978,-0.08
979,-0.01
980,-0.07
981,-0.01
982,-0.09
983,-0.05
984,-0.08
985,-0.01
986,-0.060000000000000005
987,-0.04
988,-0.08
989,0.86
990,-0.02
991,-0.04
992,0.91
993,-0.04
994,-0.09999999999999999
995,-0.07
996,-0.10999999999999999
997,-0.01
998,0.89
999,-0.060000000000000005
1000,-0.02
1001,-1.09
1002,-0.08
1003,-0.05
1004,-0.07
1005,-0.060000000000000005
1006,-0.09999999999999999
1007,0.9299999999999999
1008,-0.01
1009,-0.04
1010,-1.08
1011,-1.06
1012,-0.08
1013,-0.01
1014,-1.06
1015,-0.12999999999999998
1016,-0.07
1017,-0.01
1018,0.9
1019,-0.01
1020,0.89
1021,-0.08
1022,-0.05
1023,-0.01
1024,-0.05
1025,-0.07
1026,-0.02
1027,-0.07
1028,-0.01
1029,-1.04
1030,-0.03
1031,-0.08
1032,-0.05
1033,0.9
1034,-0.03
1035,-1.13
1036,-0.05
1037,0.89
1038,-0.02
1039,-1.09
1040,-0.12999999999999998
1041,-0.02
1042,-0.060000000000000005
1043,-1.08
1044,-0.10999999999999999
1045,-0.02
1046,-0.01
1047,-0.05
1048,-0.02
1049,-0.13999999999999999
1050,0.92
1051,0.94
1052,-0.04
1053,-0.07
1054,-0.05
1055,-0.07
1056,-0.01
1057,-1.14
1058,-0.01
1059,-0.05
1060,-1.08
1061,-0.01
1062,-0.02
1063,-0.02
1064,-0.02
1065,-0.060000000000000005
1066,-0.05
1067,-0.09999999999999999
1068,0.89
1069,-0.12999999999999998
1070,-0.01
1071,-0.09
1072,-0.09
1073,-1.07
1074,0.86
1075,-0.02
1076,-0.09
1077,-0.04
1078,-0.060000000000000005
1079,-0.03
1080,-0.15
1081,-0.09999999999999999
1082,-0.02
1083,0.9299999999999999
1084,0.92
1085,-0.01
1086,-0.04
1087,-0.07
1088,-0.02
1089,0.9
1090,-0.060000000000000005
1091,-0.060000000000000005
1092,-0.05
1093,-0.060000000000000005
1094,-0.060000000000000005
1095,-0.02
1096,-0.01
1097,-0.060000000000000005
1098,-0.08
1099,-1.1199999999999999
1100,-0.07
1101,0.97
1102,-0.08
1103,-0.08
1104,-0.07
1105,-0.13999999999999999
1106,0.92
1107,-1.05
1108,-0.05
1109,-0.07
1110,-0.08
1111,0.9299999999999999
1112,-0.08
1113,-0.02
1114,-0.04
1115,-0.060000000000000005
1116,-0.03
1117,-1.1099999999999999
1118,-0.01
1119,-0.07
1120,-0.03
1121,-0.060000000000000005
1122,-0.09
1123,0.9
1124,-0.04
1125,-0.03
1126,-0.01
1127,-0.060000000000000005
1128,0.92
1129,-0.01
1130,0.92
1131,-1.07
1132,-0.02
1133,-0.02
1134,-0.08
1135,-0.03
1136,-0.01
1137,-0.08
1138,-0.01
1139,-0.07
1140,0.94
1141,-0.04
1142,0.91
1143,-1.05
1144,-0.02
1145,-0.01
1146,-1.1
1147,-0.02
1148,-0.08
1149,-0.02
1150,-0.060000000000000005
1151,-0.02
1152,-0.01
1153,-0.01
1154,-0.02
1155,-0.04
1156,-0.01
1157,-0.05
1158,-0.03
1159,-0.05
1160,-0.07
1161,-0.01
1162,-0.04
1163,0.9299999999999999
1164,-0.02
1165,-0.05
1166,0.91
1167,-0.12999999999999998
1168,-0.05
1169,-0.04
1170,-0.01
1171,-0.060000000000000005
1172,-0.07
1173,-0.060000000000000005
1174,-0.07
1175,-0.07
1176,0.9
1177,-1.06
1178,-0.09999999999999999
1179,-0.01
1180,-1.07
1181,-1.03
1182,-0.08
1183,-0.05
1184,-0.07
1185,-0.08
1186,-0.05
1187,-0.10999999999999999
1188,-0.05
1189,-0.05
1190,-0.09
1191,-0.08
1192,0.91
1193,-0.060000000000000005
1194,-0.16
1195,-0.11999999999999998
1196,-0.02
1197,-0.09999999999999999
1198,-1.08
1199,0.96
1200,0.89
1201,0.91
1202,-0.09
1203,0.94
1204,-0.07
1205,-0.03
1206,-0.02
1207,-0.01
1208,-0.12999999999999998
1209,0.9299999999999999
1210,-1.06
1211,-0.02
1212,-0.09
1213,-0.04
1214,-1.05
1215,-0.01
1216,-0.01
1217,-1.06
1218,-1.09
1219,-0.01
1220,-0.10999999999999999
1221,-0.02
1222,-1.07
1223,-0.11999999999999998
1224,0.9
1225,-0.04
1226,0.91
1227,-0.05
1228,-0.03
1229,-0.02
1230,-0.01
1231,0.89
1232,0.91
1233,-0.02
1234,-0.060000000000000005
1235,-0.05
1236,-0.07
1237,-1.07
1238,0.91
1239,-0.05
1240,-0.07
1241,-0.02
1242,0.88
1243,-0.02
1244,-0.04
1245,-0.01
1246,-0.08
1247,-0.04
1248,-0.04
1249,-0.07
1250,-1.05
1251,-0.02
1252,-0.01
1253,-0.07
1254,-0.05
1255,-0.02
1256,-0.09
1257,-0.02
1258,-0.05
1259,0.89
1260,-0.01
1261,0.86
1262,-0.01
1263,-0.07
1264,0.85
1265,-0.02
1266,-0.04
1267,-0.02
1268,-0.01
1269,-1.13
1270,-0.05
1271,0.86
1272,-0.04
1273,-0.01
1274,-0.060000000000000005
1275,-0.02
1276,-0.09999999999999999
1277,-0.04
1278,0.89
1279,-0.08
1280,-0.09
1281,-0.01
1282,-0.02
1283,-0.05
1284,-0.07
1285,-0.13999999999999999
1286,-0.01
1287,-0.04
1288,-0.03
1289,-0.04
1290,-0.04
1291,-0.01
1292,-0.02
1293,0.88
1294,0.9
1295,-0.05
1296,-0.07
1297,-0.01
1298,-0.05
1299,0.92
1300,-1.09
1301,-0.05
1302,-0.060000000000000005
1303,-0.02
1304,-0.03
1305,-0.01
1306,-1.06
1307,-0.08
1308,-0.05
1309,-0.01
1310,-0.01
1311,-0.01
1312,-0.02
1313,-0.08
1314,-1.07
1315,-0.10999999999999999
1316,-0.07
1317,-1.08
1318,-0.05
1319,-0.09
1320,-0.04
1321,-0.03
1322,-0.08
1323,-1.1
1324,-0.05
1325,0.89
1326,-0.09
1327,-0.05
1328,-0.060000000000000005
1329,-0.060000000000000005
1330,0.89
1331,-0.05
1332,-0.04
1333,-0.02
1334,-0.060000000000000005
1335,-0.060000000000000005
1336,-1.07
1337,-0.01
1338,-1.07
1339,-0.01
1340,-0.02
1341,-0.05
1342,-0.01
1343,-0.060000000000000005
1344,-0.07
1345,-0.07
1346,-0.04
1347,-1.07
1348,-0.09999999999999999
1349,-0.05
1350,-0.02
1351,-0.060000000000000005
1352,-1.08
1353,-1.08
1354,-0.08
1355,-0.060000000000000005
1356,-0.04
1357,-0.08
1358,0.85
1359,-1.06
1360,-0.05
1361,0.91
1362,-0.07
1363,0.89
1364,-0.07
1365,-1.08
1366,-0.03
1367,0.89
1368,0.9299999999999999
1369,-1.05
1370,0.91
1371,-0.01
1372,-0.03
1373,-0.07
1374,-0.02
1375,-1.07
1376,-0.060000000000000005
1377,-1.09
1378,-0.03
1379,-0.060000000000000005
1380,-0.09
1381,-0.05
1382,0.89
1383,0.88
1384,-1.1099999999999999
1385,-0.02
1386,-0.13999999999999999
1387,-0.09
1388,-0.02
1389,-0.060000000000000005
1390,-0.07
1391,-0.02
1392,-0.05
1393,-0.02
1394,-1.09
1395,-1.04
1396,0.91
1397,-0.13999999999999999
1398,-0.08
1399,-0.03
1400,-0.02
1401,-1.08
1402,-0.01
1403,-0.08
1404,-0.05
1405,-0.08
1406,-0.15
1407,-0.03
1408,-0.04
1409,-0.03
1410,-1.09
1411,0.92
1412,-0.03
1413,0.92
1414,-0.060000000000000005
1415,-1.06
1416,-0.13999999999999999
1417,-0.060000000000000005
1418,-1.07
1419,-1.1199999999999999
1420,0.91
1421,0.85
1422,-0.03
1423,-0.04
1424,-0.060000000000000005
1425,-0.05
1426,-1.08
1427,-0.060000000000000005
1428,-0.02
1429,-0.060000000000000005
1430,-0.09
1431,-0.07
1432,-0.01
1433,-0.11999999999999998
1434,-0.09999999999999999
1435,-1.13
1436,-0.01
1437,-0.07
1438,-0.05
1439,0.9299999999999999
1440,0.91
1441,-0.07
1442,-0.02
1443,-0.01
1444,-0.11999999999999998
1445,-0.03
1446,-1.06
1447,-1.1
1448,0.91
1449,-1.1
1450,-1.07
1451,-0.09
1452,-0.08
1453,-0.03
1454,-1.09
1455,-0.07
1456,-0.04
1457,-0.03
1458,-0.07
1459,-1.1
1460,-0.04
1461,-0.08
1462,-0.07
1463,-0.09
1464,0.88
1465,-0.09
1466,-1.08
1467,-0.09
1468,-0.060000000000000005
1469,-0.01
1470,0.9
1471,0.91
1472,-0.15
1473,0.86
1474,-0.08
1475,-0.08
1476,-0.04
1477,-0.060000000000000005
1478,-1.08
1479,-0.04
1480,-0.04
1481,-0.02
1482,-0.01
1483,-0.09999999999999999
1484,-0.01
1485,-0.02
1486,-1.09
1487,-0.060000000000000005
1488,-0.04
1489,-0.02
1490,-0.08
1491,-0.01
1492,-0.060000000000000005
1493,-0.04
1494,-0.08
1495,-0.09
1496,-0.03
1497,-0.02
1498,-0.09
1499,-0.03
1500,-1.1099999999999999
1501,-0.01
1502,-0.03
1503,0.9
1504,0.89
1505,-0.01
1506,-0.02
1507,0.92
1508,0.91
1509,-0.07
1510,-0.04
1511,-0.02
1512,-0.08
1513,-0.060000000000000005
1514,-0.05
1515,0.85
1516,-0.060000000000000005
1517,-0.02
1518,-0.07
1519,-0.07
1520,-0.01
1521,0.91
1522,0.91
1523,-0.060000000000000005
1524,-0.03
1525,-0.09
1526,-0.03
1527,-0.04
1528,-0.05
1529,0.95
1530,-0.04
1531,-0.09999999999999999
1532,-0.02
1533,-0.02
1534,-0.05
1535,-0.01
1536,-0.04
1537,0.89
1538,-0.060000000000000005
1539,-0.05
1540,-0.05
1541,-0.01
1542,-0.04
1543,-1.07
1544,-0.09999999999999999
1545,-0.060000000000000005
1546,0.94
1547,-0.07
1548,-0.08
1549,-0.05
1550,-1.1
1551,-0.02
1552,-0.02
1553,-0.060000000000000005
1554,-0.01
1555,-0.01
1556,-0.02
1557,-1.08
1558,0.9
1559,0.87
1560,-0.09
1561,-1.07
1562,0.9
1563,-0.060000000000000005
1564,-0.12999999999999998
1565,-1.1
1566,0.9299999999999999
1567,-0.05
1568,-1.1
1569,-0.09999999999999999
1570,-0.04
1571,-1.07
1572,-0.07
1573,0.92
1574,-0.060000000000000005
1575,-0.04
1576,-0.03
1577,-0.01
1578,-1.08
1579,-0.03
1580,-0.05
1581,-0.02
1582,-0.08
1583,-0.03
1584,-0.02
1585,0.9
1586,-0.05
1587,-0.07
1588,-0.08
1589,-0.09
1590,0.89
1591,-0.03
1592,-1.09
1593,-0.02
1594,-0.04
1595,0.88
1596,-1.08
1597,-0.09
1598,-0.01
1599,-0.07
1600,-0.04
1601,-0.01
1602,-0.060000000000000005
1603,0.9
1604,0.89
1605,0.91
1606,-0.01
1607,-0.02
1608,-0.07
1609,-0.09
1610,-0.01
1611,-1.06
1612,-0.060000000000000005
1613,-1.09
1614,-0.02
1615,-0.15
1616,-0.02
1617,0.9
1618,0.9299999999999999
1619,-1.09
1620,-0.02
1621,-0.02
1622,-0.04
1623,-0.01
1624,-0.07
1625,-0.08
1626,-0.01
1627,-0.05
1628,-0.02
1629,-0.01
1630,-0.04
1631,-1.1199999999999999
1632,-0.060000000000000005
1633,-0.05
1634,-0.11999999999999998
1635,-0.03
1636,-0.05
1637,-0.07
1638,-0.060000000000000005
1639,-0.18000000000000002
1640,-0.01
1641,-0.08
1642,0.92
1643,-1.06
1644,-0.05
1645,-0.05
1646,-0.04
1647,-0.060000000000000005
1648,-0.08
1649,-0.07
1650,-0.02
1651,-0.04
1652,0.97
1653,-0.02
1654,0.9299999999999999
1655,-1.04
1656,-1.1
1657,-0.02
1658,-0.04
1659,-0.02
1660,-0.060000000000000005
1661,0.88
1662,-0.09
1663,-0.02
1664,0.92
1665,-0.02
1666,-0.13999999999999999
1667,-1.06
1668,-1.06
1669,0.92
1670,-0.08
1671,-0.060000000000000005
1672,-0.09
1673,-0.07
1674,-0.07
1675,-0.08
1676,-0.01
1677,-0.03
1678,-1.09
1679,-1.07
1680,-0.07
1681,-0.09
1682,0.9299999999999999
1683,-0.02
1684,-0.060000000000000005
1685,0.89
1686,0.97
1687,0.91
1688,-0.060000000000000005
1689,0.86
1690,-0.01
1691,-0.03
1692,-0.04
1693,0.9299999999999999
1694,-1.1
1695,-0.02
1696,-0.05
1697,-0.10999999999999999
1698,-0.12999999999999998
1699,-0.08
1700,-0.05
1701,0.91
1702,0.9
1703,-0.09999999999999999
1704,-0.07
1705,-0.02
1706,-0.01
1707,-0.07
1708,-0.17
1709,-0.02
1710,0.89
1711,0.91
1712,-0.060000000000000005
1713,-0.05
1714,-0.060000000000000005
1715,-0.08
1716,0.9299999999999999
1717,-0.08
1718,-0.07
1719,-0.02
1720,-0.03
1721,0.9
1722,-0.07
1723,-0.01
1724,-0.02
1725,-0.01
1726,-0.07
1727,-1.07
1728,-0.04
1729,-0.13999999999999999
1730,-0.03
1731,-0.05
1732,-0.05
1733,-0.060000000000000005
1734,-0.08
1735,-0.02
1736,-0.02
1737,-1.1
1738,-0.09999999999999999
1739,0.91
1740,0.92
1741,-0.01
1742,-0.09
