start_time,end_time,move_times,moves,states_explored,outcome,game_duration
1743770089.1409779,1743770089.141985,"[0.0003364086151123047, 7.987022399902344e-05, 0.00010800361633300781, 2.6464462280273438e-05, 8.082389831542969e-05, 2.288818359375e-05, 9.1552734375e-05, 1.3828277587890625e-05, 1.5974044799804688e-05]",9,0,draw,0.001007080078125
1743770089.1419904,1743770089.1425743,"[0.00010323524475097656, 3.24249267578125e-05, 9.489059448242188e-05, 2.288818359375e-05, 6.079673767089844e-05, 1.7881393432617188e-05, 6.198883056640625e-05, 2.1457672119140625e-05, 1.8596649169921875e-05]",9,0,draw,0.0005838871002197266
1743770089.1425786,1743770089.1431253,"[7.367134094238281e-05, 4.649162292480469e-05, 9.608268737792969e-05, 3.600120544433594e-05, 3.170967102050781e-05, 1.6689300537109375e-05, 6.508827209472656e-05, 1.2636184692382812e-05, 2.09808349609375e-05]",9,0,draw,0.0005466938018798828
1743770089.1431322,1743770089.143728,"[0.00010704994201660156, 2.6941299438476562e-05, 7.43865966796875e-05, 6.818771362304688e-05, 5.435943603515625e-05, 1.6689300537109375e-05, 5.841255187988281e-05, 1.239776611328125e-05, 3.814697265625e-05]",9,0,draw,0.0005958080291748047
1743770089.1437314,1743770089.144226,"[9.703636169433594e-05, 2.5987625122070312e-05, 8.702278137207031e-05, 2.2411346435546875e-05, 4.57763671875e-05, 3.314018249511719e-05, 3.695487976074219e-05, 9.059906005859375e-06, 1.5974044799804688e-05]",9,0,draw,0.0004947185516357422
1743770089.1442423,1743770089.1447728,"[0.00010013580322265625, 3.910064697265625e-05, 6.341934204101562e-05, 3.552436828613281e-05, 4.7206878662109375e-05, 1.5735626220703125e-05, 5.817413330078125e-05, 1.1920928955078125e-05, 2.1696090698242188e-05]",9,0,draw,0.0005304813385009766
1743770089.144776,1743770089.1453524,"[9.322166442871094e-05, 2.86102294921875e-05, 9.083747863769531e-05, 1.9311904907226562e-05, 4.4345855712890625e-05, 1.6450881958007812e-05, 0.0001087188720703125, 1.239776611328125e-05, 1.71661376953125e-05]",9,0,draw,0.0005762577056884766
1743770089.145356,1743770089.1459,"[8.487701416015625e-05, 2.6464462280273438e-05, 0.00013780593872070312, 2.09808349609375e-05, 4.8160552978515625e-05, 1.621246337890625e-05, 3.4332275390625e-05, 9.059906005859375e-06, 3.409385681152344e-05]",9,0,draw,0.0005440711975097656
1743770089.1459043,1743770089.1463904,"[8.058547973632812e-05, 3.5762786865234375e-05, 6.198883056640625e-05, 1.8835067749023438e-05, 4.410743713378906e-05, 2.002716064453125e-05, 3.743171691894531e-05, 2.5987625122070312e-05, 1.9550323486328125e-05]",9,0,draw,0.00048613548278808594
1743770089.1463935,1743770089.14697,"[0.0001289844512939453, 2.5033950805664062e-05, 9.059906005859375e-05, 3.8623809814453125e-05, 3.170967102050781e-05, 1.5735626220703125e-05, 0.00010132789611816406, 1.1682510375976562e-05, 1.621246337890625e-05]",9,0,draw,0.0005764961242675781
