start_time,end_time,move_times,moves,states_explored,outcome,game_duration
1743763712.6677005,1743763712.781973,"[0.10905647277832031, 9.465217590332031e-05, 0.004004001617431641, 5.650520324707031e-05, 0.0005359649658203125, 3.409385681152344e-05, 6.937980651855469e-05, 4.4345855712890625e-05, 1.2636184692382812e-05]",9,3377,draw,0.1142723560333252
1743763712.7821345,1743763712.8628025,"[0.05439257621765137, 0.00015306472778320312, 0.022945165634155273, 0.000217437744140625, 0.0014531612396240234, 8.869171142578125e-05, 0.00021409988403320312, 5.8650970458984375e-05, 3.218650817871094e-05]",9,3840,draw,0.08066797256469727
1743763712.8628476,1743763712.959345,"[0.06699585914611816, 0.00020933151245117188, 0.026294708251953125, 0.00017142295837402344, 0.0014922618865966797, 9.131431579589844e-05, 0.0001888275146484375, 6.437301635742188e-05, 3.5762786865234375e-05]",9,3840,draw,0.0964975357055664
1743763712.959649,1743763713.0546672,"[0.09000539779663086, 9.870529174804688e-05, 0.0039174556732177734, 5.459785461425781e-05, 0.00048828125, 3.170967102050781e-05, 6.389617919921875e-05, 1.9550323486328125e-05, 1.1205673217773438e-05]",9,3377,draw,0.09501814842224121
1743763713.0546877,1743763713.1275213,"[0.06355071067810059, 0.0001201629638671875, 0.008087158203125, 6.699562072753906e-05, 0.0005059242248535156, 3.4332275390625e-05, 7.343292236328125e-05, 2.4318695068359375e-05, 1.0967254638671875e-05]",9,3594,draw,0.07283353805541992
1743763713.1276968,1743763713.2099824,"[0.06816434860229492, 0.00026679039001464844, 0.011304140090942383, 0.00012803077697753906, 0.0013544559478759766, 7.343292236328125e-05, 0.00015735626220703125, 4.363059997558594e-05, 3.838539123535156e-05]",9,3377,draw,0.08228564262390137
1743763713.210003,1743763713.3527849,"[0.11376428604125977, 0.00015401840209960938, 0.025548458099365234, 0.0001952648162841797, 0.001659393310546875, 0.00011730194091796875, 0.0003421306610107422, 7.891654968261719e-05, 4.124641418457031e-05]",9,3840,draw,0.14278197288513184
1743763713.353089,1743763713.470783,"[0.10895895957946777, 9.846687316894531e-05, 0.0058476924896240234, 0.00010371208190917969, 0.0009875297546386719, 0.0002491474151611328, 0.0001811981201171875, 6.985664367675781e-05, 5.4836273193359375e-05]",9,3377,draw,0.11769390106201172
1743763713.4708176,1743763713.5484552,"[0.06838703155517578, 8.7738037109375e-05, 0.0076105594635009766, 7.128715515136719e-05, 0.0007584095001220703, 3.6716461181640625e-05, 7.772445678710938e-05, 2.8371810913085938e-05, 1.430511474609375e-05]",9,3594,draw,0.0776376724243164
1743763713.548613,1743763713.6085865,"[0.05123591423034668, 0.00011801719665527344, 0.00680088996887207, 6.914138793945312e-05, 0.0006918907165527344, 3.600120544433594e-05, 8.416175842285156e-05, 2.5272369384765625e-05, 1.4543533325195312e-05]",9,3523,draw,0.05997347831726074
