start_time,end_time,move_times,moves,states_explored,outcome,game_duration
1743763621.1871724,1743763621.5580459,"[0.00017404556274414062, 0.3655531406402588, 9.036064147949219e-05, 0.004258871078491211, 4.57763671875e-05, 0.0002675056457519531, 4.410743713378906e-05, 3.266334533691406e-05, 1.9073486328125e-05]",9,56490,draw,0.37087345123291016
1743763621.558209,1743763621.9363391,"[8.988380432128906e-05, 0.36379122734069824, 0.00020456314086914062, 0.011931896209716797, 0.00012564659118652344, 0.0007042884826660156, 0.00013518333435058594, 9.131431579589844e-05, 5.698204040527344e-05]",9,56490,draw,0.3781301975250244
1743763621.9366443,1743763622.3322577,"[0.0002372264862060547, 0.38810276985168457, 0.0001728534698486328, 0.006096601486206055, 5.4836273193359375e-05, 0.000339508056640625, 5.435943603515625e-05, 3.8623809814453125e-05, 2.4557113647460938e-05]",9,56490,draw,0.395613431930542
1743763622.332432,1743763622.7212875,"[0.00010633468627929688, 0.38402771949768066, 8.606910705566406e-05, 0.003949642181396484, 3.719329833984375e-05, 0.0002465248107910156, 4.1961669921875e-05, 3.0517578125e-05, 1.8835067749023438e-05]",9,56490,draw,0.3888554573059082
1743763622.7214339,1743763623.0402877,"[8.630752563476562e-05, 0.3052208423614502, 0.00021719932556152344, 0.011437177658081055, 8.606910705566406e-05, 0.0006227493286132812, 0.00010800361633300781, 9.72747802734375e-05, 5.0067901611328125e-05]",9,56490,draw,0.31885385513305664
1743763623.0405793,1743763623.4312272,"[0.0002346038818359375, 0.38346219062805176, 0.000125885009765625, 0.005413532257080078, 5.054473876953125e-05, 0.00030159950256347656, 5.4836273193359375e-05, 4.029273986816406e-05, 2.2649765014648438e-05]",9,56490,draw,0.39064788818359375
1743763623.4314017,1743763623.8166592,"[0.00014710426330566406, 0.38044261932373047, 8.296966552734375e-05, 0.0037033557891845703, 3.7670135498046875e-05, 0.00024199485778808594, 3.719329833984375e-05, 2.765655517578125e-05, 1.6450881958007812e-05]",9,56490,draw,0.3852574825286865
1743763623.8167906,1743763624.147203,"[8.845329284667969e-05, 0.3256185054779053, 8.416175842285156e-05, 0.003946542739868164, 3.933906555175781e-05, 0.00023984909057617188, 3.886222839355469e-05, 2.9087066650390625e-05, 1.8835067749023438e-05]",9,56490,draw,0.3304123878479004
1743763624.1473486,1743763624.4874568,"[9.965896606445312e-05, 0.3343944549560547, 7.62939453125e-05, 0.004812479019165039, 3.2901763916015625e-05, 0.00022268295288085938, 3.5762786865234375e-05, 3.0517578125e-05, 1.52587890625e-05]",9,56730,draw,0.34010815620422363
1743763624.4875662,1743763624.7892647,"[8.153915405273438e-05, 0.29523801803588867, 0.00013637542724609375, 0.005384206771850586, 5.269050598144531e-05, 0.0002887248992919922, 4.553794860839844e-05, 3.504753112792969e-05, 2.2649765014648438e-05]",9,56490,draw,0.3016984462738037
