start_time,end_time,move_times,moves,states_explored,outcome,game_duration
1743768030.5372465,1743768030.7739794,"[0.0001494884490966797, 0.23204421997070312, 8.034706115722656e-05, 0.003756999969482422, 3.838539123535156e-05, 0.00022125244140625, 3.552436828613281e-05, 2.86102294921875e-05, 1.7881393432617188e-05]",9,56490,draw,0.23673295974731445
1743768030.7743104,1743768031.0184414,"[0.00013256072998046875, 0.23815512657165527, 7.367134094238281e-05, 0.0047266483306884766, 3.170967102050781e-05, 0.00026679039001464844, 4.076957702636719e-05, 4.5299530029296875e-05, 2.4557113647460938e-05]",9,56730,draw,0.24413108825683594
1743768031.0186124,1743768031.2712042,"[8.535385131835938e-05, 0.24681353569030762, 7.510185241699219e-05, 0.004799604415893555, 3.409385681152344e-05, 0.00022149085998535156, 3.743171691894531e-05, 2.765655517578125e-05, 1.7642974853515625e-05]",9,56730,draw,0.2525918483734131
1743768031.2713122,1743768031.5179813,"[7.796287536621094e-05, 0.24200081825256348, 8.988380432128906e-05, 0.0038390159606933594, 4.792213439941406e-05, 0.00023102760314941406, 3.7670135498046875e-05, 3.0279159545898438e-05, 1.811981201171875e-05]",9,56490,draw,0.24666905403137207
1743768031.5180993,1743768031.7484603,"[8.893013000488281e-05, 0.2244853973388672, 7.939338684082031e-05, 0.0049097537994384766, 3.552436828613281e-05, 0.00022983551025390625, 3.719329833984375e-05, 2.8848648071289062e-05, 1.8358230590820312e-05]",9,56730,draw,0.2303609848022461
1743768031.7485893,1743768031.9907143,"[8.344650268554688e-05, 0.23748397827148438, 7.653236389160156e-05, 0.0038139820098876953, 3.4332275390625e-05, 0.0002384185791015625, 3.7670135498046875e-05, 2.7179718017578125e-05, 1.9550323486328125e-05]",9,56490,draw,0.2421250343322754
1743768031.9908426,1743768032.2318132,"[0.00010061264038085938, 0.2362527847290039, 9.512901306152344e-05, 0.0037071704864501953, 3.504753112792969e-05, 0.0002262592315673828, 3.5762786865234375e-05, 2.6226043701171875e-05, 1.7404556274414062e-05]",9,56490,draw,0.24097061157226562
1743768032.2319248,1743768032.484023,"[7.486343383789062e-05, 0.24679112434387207, 8.177757263183594e-05, 0.004240751266479492, 5.054473876953125e-05, 0.0003666877746582031, 4.982948303222656e-05, 4.5299530029296875e-05, 2.6226043701171875e-05]",9,56490,draw,0.25209832191467285
1743768032.4841938,1743768032.7319326,"[0.0001347064971923828, 0.2430264949798584, 9.489059448242188e-05, 0.003788471221923828, 4.696846008300781e-05, 0.00022983551025390625, 3.981590270996094e-05, 3.0040740966796875e-05, 2.002716064453125e-05]",9,56490,draw,0.24773883819580078
1743768032.73205,1743768032.9909666,"[8.726119995117188e-05, 0.2539701461791992, 0.00011944770812988281, 0.003745555877685547, 3.337860107421875e-05, 0.0002677440643310547, 3.838539123535156e-05, 7.05718994140625e-05, 2.2172927856445312e-05]",9,56490,draw,0.25891661643981934
